input_bam_gdc_id	input_bam_file_size	input_bam_md5sum	program_id	project_id	workflow_version
5a8a9f0b-9121-42c0-a38d-c6510e2065c1	11626021369	c3eb33a639e470d34f571d741d4dc9a9	CCLE	BRCA	latest
